GW_EB_INdt Port1M Port1T Port2M Port2T Port3M Port3T Port4M Port4T Port5M Port5T
2018-07-25 0.215911924425127 21.55 0.319097238069296 20.3375 0.275196760333539 20.2833333333333 0.309627470215171 19.7270833333333 0.359188899746539 19.05
2018-07-26 0.191503547914548 21.9104166666667 0.296946019047527 20.8395833333333 0.259950707698351 20.75625 0.279341607861597 20.0895833333333 0.347651984805425 19.63125
2018-07-27 0.167646602719541 22.1979166666667 0.277635964791813 20.9395833333333 0.207143049952294 20.63125 0.255048744422263 19.9979166666667 0.330523508975579 19.5979166666667
2018-07-28 0.144903178559916 21.2416666666667 0.256264238252102 20.7479166666667 0.182561858832399 20.3416666666667 0.238975950966739 19.5333333333333 0.309033178304802 19.5625
2018-07-29 0.130344422871463 22.4166666666667 0.23893935822581 21.1229166666667 0.204657541177422 21.3395833333333 0.226558743933178 20.6770833333333 0.291365490468787 20.0770833333333
2018-07-30 0.113169456871318 22.8208333333333 0.215906357107215 21.3645833333333 0.173190839139564 21.3041666666667 0.213267877328929 20.8416666666667 0.270324960784479 20.2604166666667
2018-07-31 0.0961842952837935 23.0875 0.195625892858081 21.5583333333333 0.155399969347919 21.5 0.199691878511898 21.06875 0.249859300150134 20.4520833333333
2018-08-01 0.0846254340080393 22.5395833333333 0.181609837761569 21.36875 0.14565693038704 21.1 0.189345210606722 20.6604166666667 0.235036166182227 20.36875
2018-08-02 0.0732168667933362 21.7166666666667 0.173667303532515 21.2583333333333 0.157579781845595 21.6645833333333 0.16547147056161 21.0916666666667 0.235791444244551 20.58125
2018-08-03 0.122114899417854 22.2020833333333 0.204192686332604 21.2625 0.184802602203454 21.18125 0.183619919619602 20.8354166666667 0.315329816177495 20.45
2018-08-04 0.096563662203428 22.5541666666667 0.182056044521704 21.5479166666667 0.158062388266967 21.58125 0.167327007495935 21.075 0.283277623771732 20.6145833333333
2018-08-05 0.0777514151690179 22.0291666666667 0.167933384193515 21.4416666666667 0.142256841557298 21.6854166666667 0.154535122096472 21.0729166666667 0.257681227963729 20.7375
2018-08-06 0.0685435172366813 22.5354166666667 0.159293766892984 21.5666666666667 0.133825314194368 21.6354166666667 0.14317136195865 21.0791666666667 0.238020154925304 20.7625
2018-08-07 0.0584422408304212 21.2458333333333 0.145861501936284 21.1229166666667 0.12335557590901 20.7875 0.129042886996203 20.19375 0.211446099244016 20.3666666666667
2018-08-08 0.0608248673048383 20.9875 0.139787606535784 20.6458333333333 0.145333213265802 20.7895833333333 0.120610335124432 20.2208333333333 0.208346042096212 20.14375
2018-08-09 0.133480323877712 22.28125 0.158267723652115 21.1479166666667 0.198987551749296 21.6270833333333 0.152841235825958 21.2041666666667 0.280697867480879 20.74375
2018-08-10 0.207494100293128 19.3583333333333 0.254358762770822 20.2208333333333 0.253472699221882 19.5895833333333 0.218334620547901 19.5479166666667 0.350082447210434 20.1770833333333
2018-08-11 0.185683095534327 19.34375 0.245643068678697 19.4604166666667 0.233814710779117 19.20625 0.213031804149683 19.2041666666667 0.344523415379946 19.46875
2018-08-12 0.172964886816931 20.6604166666667 0.235945922111549 19.6520833333333 0.229786777077692 19.99375 0.203834786559979 19.7270833333333 0.331677287795642 19.4645833333333
2018-08-13 0.162292890123484 19.7458333333333 0.228701000962277 19.9 0.241804855207969 19.7354166666667 0.200025045796219 19.3770833333333 0.328538920594741 19.7458333333333
2018-08-14 0.189407395662582 19.9145833333333 0.236419629756293 19.5916666666667 0.27102283243449 19.8583333333333 0.228044990896446 19.6833333333333 0.349675521509721 19.65
2018-08-15 0.181087498184301 20.95625 0.242989125356848 20.0958333333333 0.260518337012348 20.4625 0.223504074352772 20.2895833333333 0.354514672591347 20.0354166666667
2018-08-16 0.167678207758456 20.8604166666667 0.231464085714894 20.1583333333333 0.246065174321858 20.1291666666667 0.21212315315135 19.8604166666667 0.342940695058179 19.88125
2018-08-17 0.15128246691159 20.5166666666667 0.219015050420138 20.1166666666667 0.22214026686596 20.1083333333333 0.198895728447965 19.90625 0.329656162285522 19.9
2018-08-18 0.134588430412762 21.3479166666667 0.209658577638353 20.3729166666667 0.198025889870413 20.8145833333333 0.185150204393719 20.5541666666667 0.312370272683636 20.2604166666667
2018-08-19 0.116489347539942 21.0791666666667 0.215247594378083 20.48125 0.176328515641183 20.8333333333333 0.177193351847579 20.6166666666667 0.290984799028192 20.4270833333333
2018-08-20 0.0999511176727763 21.65 0.205071926056627 20.6458333333333 0.157876545242224 21.20625 0.166371626339848 20.9479166666667 0.268358231972957 20.5625
2018-08-21 0.0844051260954253 21.9583333333333 0.196060809369508 20.8604166666667 0.144822950503416 21.01875 0.15022769881753 20.8458333333333 0.247878316863804 20.60625
2018-08-22 0.0774550614644507 21.1979166666667 0.186884527608779 20.6770833333333 0.134642451217656 20.76875 0.134606417738813 20.3958333333333 0.228351170344665 20.40625
2018-08-23 0.133128978279573 19.3520833333333 0.246576701649909 19.8541666666667 0.186242766990381 19.6020833333333 0.164692593992407 19.2416666666667 0.287153491575567 19.8333333333333
2018-08-24 0.206885694199811 18.3958333333333 0.316311714114345 18.8666666666667 0.255363536779438 18.6729166666667 0.269424112819919 18.5375 0.355444838104205 18.9791666666667
2018-08-25 0.216519798220895 16.40625 0.329496472231018 17.9458333333333 0.269822238868242 17.11875 0.315762780232805 16.88125 0.364124530985057 18.075
2018-08-26 0.220237740288147 15.7104166666667 0.347098327352654 16.8145833333333 0.26712735429522 16.0458333333333 0.318276055741911 16.04375 0.366596901617072 16.9208333333333
2018-08-27 0.204256628791328 16.6666666666667 0.335061359661808 16.5833333333333 0.256710560796771 16.3708333333333 0.301964520658835 16.2083333333333 0.350975842713087 16.49375
2018-08-28 0.19661694283501 19.2708333333333 0.337916811192885 18.25 0.244202995153035 18.5104166666667 0.284052593137312 18.4854166666667 0.340350149651905 18.10625
2018-08-29 0.208801774944713 19.375 0.354633154364905 18.7020833333333 0.244143270969898 18.7458333333333 0.281075962564388 18.6291666666667 0.346713859257361 18.4625
2018-08-30 0.258125186530041 17.1979166666667 0.384919356323177 18.11875 0.289163151627311 17.6270833333333 0.33590630703708 17.4375 0.382271676251869 18.18125
2018-08-31 0.272168703776797 15.75625 0.390978852249446 16.8520833333333 0.31085718445059 16.19375 0.35782620356958 16.05625 0.386818297490752 17.0125
2018-09-01 0.27748804140689 14.64375 0.391259298388661 15.725 0.330647800617477 14.9791666666667 0.362818004810166 14.9354166666667 0.386021066205111 15.8770833333333
2018-09-02 0.256155581217373 15.2479166666667 0.372182055286503 15.6291666666667 0.32768976354742 15.4625 0.355114597916228 15.5166666666667 0.369238405945484 15.8958333333333
2018-09-03 0.250604199941938 16.0291666666667 0.364034144934545 16.1125 0.322743314053853 16.0625 0.350714194893603 16.1125 0.362322284987098 16.3166666666667
2018-09-04 0.253186780251094 16.2895833333333 0.36093459987265 16.3833333333333 0.332860424765662 16.2979166666667 0.350303230158884 16.3666666666667 0.35897836413273 16.5645833333333
2018-09-05 0.251611053899005 17.1020833333333 0.357954674014148 16.6833333333333 0.343377286897676 16.6104166666667 0.349634653187794 16.4375 0.35379884318537 16.54375
2018-09-06 0.276612412142343 17.3791666666667 0.372794579798685 17.1708333333333 0.363058176876076 16.9791666666667 0.354029280302176 16.6375 0.373955075473602 16.9208333333333
2018-09-07 0.307967198315436 16.2708333333333 0.38346442212512 16.7895833333333 0.378252167901275 16.6041666666667 0.360999330755508 16.4270833333333 0.390367531073977 16.88125
2018-09-08 0.290817630443339 16.925 0.367340025631019 16.70625 0.368343791868515 16.7416666666667 0.345589561508715 16.525 0.37246996534732 16.6854166666667
2018-09-09 0.276982606902677 16.8833333333333 0.361178937429853 16.9375 0.359758246021846 16.6541666666667 0.333720032846087 16.2291666666667 0.362541509992383 16.69375
